RA,DE,Internal_ID,main_id,otype,otypes,ra_simbad,dec_simbad,multiple_counterpars,sep2simbad,massive_star,ms_contaminant,giant_label,giant_prob,extragalactic_label,extragalactic_prob,alpha_2_24,intercept_2_24,class_2_24,EW_Li,e_EW_Li,f_EW_Li,li_ref,EW_Li_,e_EW_Li_,f_EW_Li_,li_ref_,Ha_ID,HaRA,HaDE,HaID,Ha_ref,EW_Ha,e_EW_Ha,f_EW_Ha,_EW_Ha,_e_EW_Ha,_f_EW_Ha,e_up_EW_Ha,e_low_EW_Ha,Ha_line_flag,Ha_comment,W10_Ha,e_W10_Ha,e_up_W10_Ha,e_low_W10_Ha,f_W10_Ha,W10_HA_comment,EW_Ha_PHOT,e_EW_Ha_PHOT,Ha_sep,s_sep,s_ref,veiling_ropt,e_veiling_ropt,f_veiling_ropt,comment_veiling_ropt,veiling_rk,e_veiling_rk,f_veiling_rk,comment_veiling_rk,E_rk_1_CG2010,e_low_veiling_rk,veiling_rh,e_veiling_rh,f_veiling_rh,comment_veiling_rh,veiling_r7465,e_veiling_r7465,f_veiling_r7465,comment_veiling_r7465
85.39766667,-1.905388889,8722,2MASS J05413547-0154195,Y*O,*|NIR|X|Y*O,85.39783333,-1.905416667,,0.607948955,false,false,false,,false,,0.568715807,-11.44172406,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42354167,-1.903416667,8724,2MASS J05414167-0154128,Y*O,*|NIR|X|Y*O,85.423625,-1.903555556,,0.58300284,false,false,false,,false,,0.61382927,-10.73474471,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.431,-1.903361111,8725,2MASS J05414344-0154122,Y*O,NIR|Y*O,85.431034,-1.903406,,0.202681824,false,false,false,,false,,1.850879172,-11.13875297,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.36233333,-1.902611111,8726,Cl* NGC 2024    HLL      72,Y*O,*|NIR|X|Y*O,85.36232512,-1.90264511,,0.125909034,false,true,false,,false,,-0.430713316,-10.57946258,II,,,,,,,,,23345,,,,2023A%26A...674A..26C,-2.2252822,0.17254537,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.285,0.0548,,,,,,
85.45441667,-1.902361111,8727,2MASS J05414908-0154087,Y*O,*|NIR|Y*O,85.45454847,-1.902429229,,0.533890369,false,false,false,,false,,-0.386388687,-10.79080686,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41745833,-1.902,8728,2MASS J05414019-0154073,Y*O,*|NIR|X|Y*O,85.4175,-1.902027778,,0.180208807,false,false,false,,false,,0.038121681,-10.62624504,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43775,-1.901722222,8729,Cl* NGC 2024    HLP      74,Y*O,*|NIR|X|Y*O,85.43775,-1.90175,,0.1000008,false,false,false,,false,,0.101295555,-10.01153114,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38070833,-1.901527778,8730,2MASS J05413139-0154051,Y*O,*|NIR|X|Y*O,85.38081505,-1.901475305,,0.427910326,false,true,false,,false,,-2.065557106,-10.20649168,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43416667,-1.901361111,8731,2MASS J05414422-0154051,Y*O,NIR|X|Y*O,85.43429167,-1.901416667,,0.492216653,false,false,false,,false,,1.250340441,-11.31422438,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42729167,-1.900722222,8732,2MASS J05414254-0154028,Y*O,*|NIR|Y*O,85.427252,-1.900803,,0.323935968,false,false,false,,false,,0.637044686,-11.00025879,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.354,-1.899694444,8733,2MASS J05412498-0153590,Y*O,*|NIR|Y*O,85.35410305,-1.899765154,,0.449738417,false,false,false,,false,,-1.261809587,-10.64456902,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40329167,-1.899666667,8734,[BCB89] IRS 16,Y*O,*|IR|NIR|X|Y*O,85.40342274,-1.899743655,,0.547004233,false,false,false,,false,,-0.550966903,-9.973716642,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44975,-1.899583333,8735,2MASS J05414796-0153585,Y*O,NIR|X|Y*O,85.44983333,-1.899611111,,0.316071745,false,false,false,,false,,0.587446978,-11.12944132,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41279167,-1.899555556,8736,[BCB89] IRS 14,Y*O,*|IR|NIR|Rad|X|Y*O,85.41289015,-1.899575487,2,0.361542975,false,false,false,,false,,-0.639666163,-9.547046228,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.186,0.095,,,,,,
85.391875,-1.899027778,8737,2MASS J05413403-0153558,Y*O,NIR|X|Y*O,85.391799,-1.898857,,0.672870558,false,false,false,,false,,-0.464784326,-11.37363603,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43141667,-1.899,8738,2MASS J05414356-0153567,Y*O,NIR|Rad|X|Y*O,85.4315,-1.899083333,,0.424147575,false,false,false,,false,,0.998278689,-11.3506825,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43295833,-1.897583333,8739,2MASS J05414391-0153512,Y*O,*|NIR|Y*?|Y*O,85.43298,-1.897581,,0.078408347,false,false,false,,false,,0.677063737,-11.57650752,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.3915,-1.897555556,8740,2MASS J05413397-0153510,Y*O,*|NIR|X|Y*O,85.39158504,-1.897538184,,0.312296494,false,true,false,0.0,false,,0.028744468,-10.67436851,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.562,0.0515,,,,,,
85.39895833,-1.896666667,8741,2MASS J05413575-0153483,Y*O,*|NIR|X|Y*O,85.39901618,-1.896812413,,0.564452717,false,false,false,,false,,1.28611969,-12.18787903,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43379167,-1.8965,8742,2MASS J05414412-0153472,Y*O,NIR|Rad|X|Y*O,85.433875,-1.896472222,,0.316071877,false,false,false,,false,,0.512177423,-11.18391608,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40129167,-1.894222222,8743,2MASS J05413632-0153393,Y*O,*|NIR|Y*O,85.40135759,-1.894295747,,0.355422817,false,false,false,,false,,-0.257877246,-10.6457675,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40391667,-1.894222222,8744,2MASS J05413693-0153393,Y*O,*|NIR|X|Y*O,85.40393248,-1.894298231,,0.279482069,false,false,false,,false,,-0.002606753,-10.75722223,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39170833,-1.894166667,8745,2MASS J05413401-0153387,Y*O,*|NIR|Y*O,85.39174683,-1.89415658,,0.143206372,false,false,false,,false,,-1.034928761,-11.02426495,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43379167,-1.893638889,8746,2MASS J05414412-0153373,Y*O,NIR|X|Y*O,85.433861,-1.893703,,0.339853772,false,false,false,,false,,-0.025913674,-10.91234743,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.53104167,-1.893472222,8747,2MASS J05420744-0153368,Y*O,*|NIR|X|Y*O,85.53099304,-1.893542753,,0.308348661,false,false,false,,false,,-0.374871873,-10.23185292,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.275,0.0507,,,,,,
85.41741667,-1.892805556,8748,[BCB89] IRS  8,Y*O,*|IR|NIR|X|Y*O,85.41733333,-1.892888889,3,0.424147202,false,false,false,,false,,-0.104857152,-9.859733283,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.89,0.282,,,,,,
85.4145,-1.89275,8749,2MASS J05413948-0153336,Y*O,*|NIR|X|Y*O,85.4145375,-1.892688889,,0.258079676,false,false,false,,false,,0.36950234,-10.72775579,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42225,-1.892472222,8750,2MASS J05414134-0153326,Y*O,*|NIR|Rad|X|Y*O,85.42230193,-1.892455261,,0.196567519,false,false,false,,false,,0.114813177,-10.43942823,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39591667,-1.89125,8752,2MASS J05413502-0153286,Y*O,*|NIR|X|Y*O,85.39595513,-1.891335305,,0.336837054,false,true,false,,false,,-0.696194824,-10.88493141,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.45695833,-1.890888889,8753,2MASS J05414966-0153271,Y*O,*|NIR|X|Y*O,85.4569805,-1.890869473,,0.106039879,false,false,false,,false,,-0.536442348,-10.55712273,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4145,-1.890833333,8754,[BCB89] IRS  9,Y*O,*|IR|NIR|X|Y*O,85.41454167,-1.890805556,2,0.180208948,false,false,false,,false,,-0.814110556,-9.54217091,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.431125,-1.890444444,8755,2MASS J05414349-0153247,Y*O,*|NIR|X|Y*O,85.431221,-1.8902,,0.945360557,false,false,false,,false,,0.748148388,-10.95479864,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.37866667,-1.890166667,8756,2MASS J05413089-0153246,Y*O,*|NIR|X|Y*O,85.37872427,-1.890225518,,0.296379872,false,false,false,,false,,-2.02939127,-10.21138244,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.390875,-1.889805556,8757,2XMM J054133.8-015323,X,X,85.39099,-1.88998,2,0.752058229,false,false,false,,false,,-0.51822397,-9.745354372,II,,,,,,,,,23346,,,,2023A%26A...674A..26C,-0.24866056,0.29677752,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.32,0.0261,,,,,,
85.3735,-1.889388889,8758,2MASS J05412963-0153216,Y*O,*|NIR|Y*O,85.37350443,-1.889379766,,0.036503499,false,false,false,,false,,-1.251485311,-10.96299188,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.37595833,-1.888888889,8759,2MASS J05413025-0153203,Y*O,*|NIR|Y*O,85.37603746,-1.889001237,,0.494603337,false,false,false,,false,,-0.588329967,-11.01368832,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.393375,-1.888777778,8760,2MASS J05413441-0153194,Y*O,*|NIR|X|Y*O,85.39338285,-1.888782435,,0.032844199,false,true,false,,false,,-0.627702175,-10.12912337,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.284,0.0268,,,,,,
85.40225,-1.8885,8761,2MASS J05413654-0153188,Y*O,*|NIR|X|Y*O,85.40226288,-1.888618749,,0.430002513,false,false,false,,false,,-0.713800229,-10.56759658,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40545833,-1.887055556,8762,[BCB89] IRS 12,Y*O,*|IR|NIR|X|Y*?|Y*O,85.40558924,-1.887070585,,0.474089716,false,false,false,,false,,-0.630778389,-9.501945914,II,,,,,,,,,23347,,,,2023A%26A...674A..26C,2.0598036,0.040710058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.462,-1.886805556,8763,2MASS J05415087-0153128,Y*O,*|NIR|X|Y*O,85.46195833,-1.886888889,,0.335372401,false,false,false,,false,,-0.718765114,-10.46829711,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39108333,-1.885777778,8764,2MASS J05413386-0153087,Y*O,*|NIR|X|Y*O,85.39110093,-1.885792024,,0.081483404,false,true,false,,false,,-1.202521231,-10.35085273,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.413375,-1.885416667,8765,2MASS J05413920-0153075,Y*O,*|NIR|X|Y*O,85.41333333,-1.885416667,,0.149918793,false,false,false,,false,,0.446722048,-11.39796656,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.29358333,-1.884722222,8766,2MASS J05411047-0153051,Y*O,*|NIR|Y*O,85.29363683,-1.884782639,,0.290449409,false,false,false,,false,,-1.01301334,-10.77407511,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42545833,-1.883777778,8767,2MASS J05414211-0153014,Y*O,NIR|X|Y*O,85.4255,-1.883722222,,0.249952011,false,false,false,,false,,6.238943327,-13.16110447,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.457625,-1.882166667,8768,2MASS J05414983-0152560,Y*O,*|NIR|X|Y*?|Y*O,85.457625,-1.88225,,0.2999988,false,false,false,,false,,-0.189855272,-10.62199648,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44483333,-1.881777778,8769,2MASS J05414678-0152546,Y*O,NIR|Y*O,85.44492,-1.881843,,0.390345611,false,false,false,,false,,-1.044073662,-11.26794082,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41116667,-1.879611111,8770,2MASS J05413871-0152463,Y*O,NIR|X|Y*O,85.41129167,-1.879527778,,0.540631037,false,false,false,,false,,0.899340984,-11.70396924,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40570833,-1.879055556,8771,Cl* NGC 2024    HLL      34,Y*O,*|NIR|X|Y*O,85.40583413,-1.879121551,,0.511174234,false,false,false,,false,,-1.024517059,-10.18461127,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43025,-1.878055556,8772,2MASS J05414326-0152412,Y*O,NIR|Y*?|Y*O,85.430265,-1.878128,,0.266324376,false,false,false,,false,,0.702294936,-11.02034477,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.464125,-1.878,8773,2MASS J05415140-0152408,Y*O,*|NIR|Y*O,85.464182,-1.878014,,0.211191804,false,false,false,,false,,-0.474867043,-11.32569978,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40354167,-1.877055556,8774,2MASS J05413685-0152375,Y*O,*|NIR|Y*O,85.40357771,-1.877135502,2,0.315680097,false,false,false,,false,,-1.296262075,-10.39985438,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38170833,-1.875555556,8775,Cl* NGC 2024    LSE      20,Y*O,*|NIR|X|Y*O,85.38177207,-1.87552103,2,0.260853812,false,true,false,,false,,-0.469449954,-10.97645834,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39775,-1.874638889,8776,2MASS J05413545-0152288,Y*O,*|NIR|X|Y*O,85.39774639,-1.874706914,,0.24523407,false,false,false,0.0,false,,-0.200053114,-10.27992867,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.315,0.0255,,,,,,
85.46208333,-1.873194444,8777,2MASS J05415089-0152235,Y*O,*|NIR|Y*O,85.462076,-1.873208,,0.055478027,false,false,false,,false,,-0.407107214,-11.34746163,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41875,-1.872555556,8778,[SGB2003] 115,X,X,85.41883333,-1.872527778,2,0.316076295,false,false,false,,false,,-0.298457479,-10.69092665,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41766667,-1.872333333,8779,2MASS J05414026-0152205,Y*O,*|NIR|X|Y*O,85.41779167,-1.872388889,,0.492223837,false,false,false,,false,,-0.220164401,-10.49852807,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.36716667,-1.870527778,8780,2MASS J05412813-0152139,Y*O,*|NIR|Y*O,85.36724104,-1.870550864,,0.280204292,false,false,false,,false,,-1.215287601,-10.95701307,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44058333,-1.87025,8781,2MASS J05414576-0152130,Y*O,NIR|X|Y*O,85.44070833,-1.870277778,,0.460743214,false,false,false,,false,,-0.170231938,-10.90694449,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38675,-1.870194444,8782,2MASS J05413283-0152126,Y*O,*|NIR|X|Y*O,85.38682942,-1.870216947,,0.29703014,false,true,false,,false,,-0.026067232,-10.6238365,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39725,-1.869861111,8783,2MASS J05413537-0152116,Y*O,*|NIR|X|Y*O,85.397375,-1.869888889,,0.460743398,false,false,false,,false,,-0.338895211,-10.47556384,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.46541667,-1.868916667,8784,2MASS J05415170-0152081,Y*O,*|NIR|Y*O,85.46541667,-1.868944444,,0.0999988,false,false,false,,false,,-0.400301864,-10.57613409,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41291667,-1.86875,8785,2MASS J05413913-0152073,Y*O,*|IR|NIR|X|Y*O,85.4130453,-1.86874091,2,0.463992801,false,false,false,,false,,0.253092466,-9.374681275,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.779,0.177,,,,,,
85.35304167,-1.868472222,8786,2MASS J05412475-0152063,Y*O,*|NIR|Y*O,85.35316277,-1.868455166,,0.440050703,false,false,false,,false,,0.562023052,-11.72763709,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.51233333,-1.86775,8787,2MASS J05420297-0152037,Y*O,*|NIR|Y*O,85.5124,-1.86772,,0.263064277,false,false,false,,false,,-1.094785089,-11.0348429,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43908333,-1.865777778,8788,2MASS J05414538-0151566,Y*O,NIR|X|Y*O,85.439125,-1.865722222,,0.249952935,false,false,false,,false,,-0.087516463,-10.51895517,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4125,-1.862527778,8789,2MASS J05413901-0151453,Y*O,*|NIR|X|Y*O,85.41258333,-1.862611111,,0.42415144,false,false,false,,false,,-1.086922634,-10.30155438,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.442125,-1.862222222,8790,2MASS J05414610-0151442,Y*O,*|NIR|Y*O,85.442121,-1.862284,,0.222866007,false,false,false,,false,,-0.409307286,-11.25207192,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.405375,-1.861138889,8791,2MASS J05413730-0151404,Y*O,*|NIR|Y*O,85.40543333,-1.861222222,,0.366132821,false,false,false,,false,,-0.434095269,-10.42732826,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43283333,-1.861027778,8792,2MASS J05414388-0151398,Y*O,*|NIR|Y*O,85.43287083,-1.861075,,0.21703803,false,false,false,,false,,-0.225031073,-11.00016535,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.37216667,-1.858444444,8793,2MASS J05412932-0151305,Y*O,*|NIR|X|Y*O,85.37220121,-1.858503346,,0.245783616,false,false,false,,false,,-1.827323173,-10.05634201,III thin disk,,,,,,,,,23348,,,,2023A%26A...674A..26C,-2.2020212,0.623217,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.444,0.0454,,,,,,
85.440125,-1.856333333,8794,2MASS J05414563-0151228,Y*O,*|NIR|X|Y*O,85.4401679,-1.85638306,,0.236381855,false,false,false,,false,,-0.313359761,-10.67608888,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.45870833,-1.855027778,8795,2MASS J05415009-0151180,Y*O,*|NIR|Y*O,85.458732,-1.855016,,0.095127606,false,false,false,,false,,-1.088224303,-11.26936194,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.36316667,-1.850888889,8796,2MASS J05412718-0151029,Y*O,NIR|Y*O,85.363277,-1.850814,,0.479882944,false,false,false,,false,,-1.742024489,-11.2079985,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.35529167,-1.847944444,8797,2MASS J05412528-0150527,Y*O,NIR|Y*O,85.35534,-1.847977,,0.209715834,false,false,false,,false,,-0.118831013,-11.37578449,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41775,-1.847861111,8798,2MASS J05414026-0150522,Y*O,*|NIR|X|Y*O,85.41779592,-1.847883915,,0.184484388,false,false,false,,false,,-0.985004918,-10.22725844,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.312,0.0361,,,,,,
85.41141667,-1.847361111,8799,2MASS J05413877-0150508,Y*O,*|NIR|Y*O,85.411563,-1.847456,,0.627630987,false,false,false,,false,,-1.040552211,-11.11687838,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42325,-1.844861111,8800,2MASS J05414159-0150413,Y*O,*|NIR|Y*O,85.42334176,-1.844878285,,0.335917011,false,false,false,,false,,-0.205189121,-10.98168698,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41004167,-1.843916667,8801,Gaia DR2 3216634190615492096,*,*,85.41007201,-1.843820504,3,0.362996638,false,false,false,,false,,-0.372848462,-9.752401328,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.655,0.0335,,,,,,
85.44620833,-1.843138889,8802,2MASS J05414712-0150353,Y*O,*|NIR|X|Y*O,85.44636958,-1.843192498,,0.61143651,false,false,false,,false,,-0.454065,-10.14587453,II,,,,,,,,,23349,,,,2023A%26A...674A..26C,-9.661798,0.45347935,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.284,0.0333,,,,,,
85.36858333,-1.842805556,8803,2MASS J05412846-0150340,Y*O,*|NIR|Y*O,85.36861861,-1.842826873,2,0.148321395,false,true,false,,false,,-1.109057399,-10.45472228,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.369375,-1.8425,8804,2MASS J05412868-0150331,Y*O,*|NIR|X|Y*O,85.36951257,-1.842556681,,0.535405704,false,true,false,,false,,-1.262575946,-10.48434707,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.495125,-1.841972222,8805,2MASS J05415886-0150311,Y*O,*|NIR|Y*O,85.49526476,-1.842019945,,0.53142246,false,false,false,,false,,-1.148634948,-10.87905568,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.23679167,-1.837388889,8806,2MASS J05405683-0150148,Y*O,*|NIR|Y*O,85.23679185,-1.837471442,,0.297193059,false,true,false,,false,,-0.777493881,-10.47482144,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44175,-1.835305556,8807,2MASS J05414605-0150073,Y*O,*|NIR|Y*O,85.44188126,-1.835395809,,0.573270827,false,false,false,,false,,-1.108516936,-10.89550351,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44808333,-1.834833333,8808,2MASS J05414754-0150053,Y*O,*|NIR|X|Y*O,85.448093,-1.834829,,0.038119825,false,false,false,,false,,-1.226217845,-11.08347004,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.405375,-1.819638889,8809,2MASS J05413729-0149106,Y*O,*|NIR|Y*O,85.40540506,-1.819637868,,0.108240356,false,false,false,,false,,-0.304908598,-11.72600627,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41170833,-1.817972222,8810,2MASS J05413881-0149049,Y*O,NIR|Y*O,85.411714,-1.818042,,0.252026949,false,false,false,,false,,-0.309174607,-11.3134959,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.55004167,-1.814666667,8811,2MASS J05421200-0148528,Y*O,NIR|Y*O,85.550041,-1.81467,,0.012236234,false,false,false,,false,,-1.601216057,-11.05061495,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.45625,-1.810388889,8812,2MASS J05414953-0148375,Y*O,*|NIR|Y*O,85.45639683,-1.810454442,,0.578626486,false,false,false,,false,,-0.119336909,-11.67573649,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.32866667,-1.808333333,8813,2MASS J05411888-0148300,Y*O,NIR|Y*O,85.328673,-1.808352,,0.070960014,false,false,false,,false,,-0.467688319,-10.78013556,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.483125,-1.805777778,8814,2MASS J05415596-0148211,Y*O,*|NIR|Y*O,85.48320664,-1.805926881,,0.611896143,false,false,false,,false,,-1.043477372,-10.89199804,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
