RA,DE,Internal_ID,main_id,otype,otypes,ra_simbad,dec_simbad,multiple_counterpars,sep2simbad,massive_star,ms_contaminant,giant_label,giant_prob,extragalactic_label,extragalactic_prob,alpha_2_24,intercept_2_24,class_2_24,EW_Li,e_EW_Li,f_EW_Li,li_ref,EW_Li_,e_EW_Li_,f_EW_Li_,li_ref_,Ha_ID,HaRA,HaDE,HaID,Ha_ref,EW_Ha,e_EW_Ha,f_EW_Ha,_EW_Ha,_e_EW_Ha,_f_EW_Ha,e_up_EW_Ha,e_low_EW_Ha,Ha_line_flag,Ha_comment,W10_Ha,e_W10_Ha,e_up_W10_Ha,e_low_W10_Ha,f_W10_Ha,W10_HA_comment,EW_Ha_PHOT,e_EW_Ha_PHOT,Ha_sep,s_sep,s_ref,veiling_ropt,e_veiling_ropt,f_veiling_ropt,comment_veiling_ropt,veiling_rk,e_veiling_rk,f_veiling_rk,comment_veiling_rk,E_rk_1_CG2010,e_low_veiling_rk,veiling_rh,e_veiling_rh,f_veiling_rh,comment_veiling_rh,veiling_r7465,e_veiling_r7465,f_veiling_r7465,comment_veiling_r7465
85.36962,-1.924,12620,2MASS J05412871-0155262,Y*O,*|NIR|Y*O,85.36963,-1.923972,,0.107028871,false,false,false,,false,,-1.491976078,-11.21293998,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42492,-1.80206,12623,TYC 4767-1385-1,*,*|NIR,85.42491085,-1.802044719,,0.064117802,false,true,false,0.0,false,,-2.325583312,-9.49211142,III thin disk,,,,,,,,,25415,,,,2023A%26A...674A..26C,1.3759516,0.012907263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39367,-1.91142,12626,2MASS J05413448-0154410,Y*O,*|NIR|X|Y*O,85.39370503,-1.911449028,,0.163716321,false,false,false,,false,,-0.753068919,-10.05235608,II,,,,,,,,,25416,,,,2023A%26A...674A..26C,-0.30972587,0.2510781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41092,-1.95836,12628,2MASS J05413861-0157301,Y*O,*|NIR|X|Y*O,85.41089762,-1.958411431,,0.201900134,false,false,false,,false,,-0.802084066,-10.50816697,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41929,-1.89675,12629,Cl* NGC 2024    BSC      61,*,*|NIR,85.41929167,-1.896722222,,0.100179641,false,false,false,,false,,1.851104314,-11.87023376,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43329,-1.88392,12631,2MASS J05414397-0153019,Y*O,NIR|X|Y*O,85.43325,-1.883861111,,0.256237371,false,false,false,,false,,2.599616209,-12.95702811,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43683,-1.90997,12632,2MASS J05414483-0154357,Y*O,*|IR|NIR|X|Y*O,85.43680833,-1.909922222,,0.188841844,false,false,false,,false,,0.12597181,-10.3197287,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.50483,-1.93928,12633,2MASS J05420114-0156214,Y*O,*|NIR|X|Y*O,85.50479879,-1.939297258,,0.128319943,false,false,false,,false,,-1.607478384,-10.34652321,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42046,-1.90239,12635,2MASS J05414091-0154087,Y*O,*|NIR|X|Y*O,85.42045833,-1.902416667,,0.096187111,false,false,false,,false,,1.045828609,-11.94798794,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42246,-1.89783,12636,[MES2015] 1258,smm,smm,85.42247707,-1.897490953,2,1.222113073,false,false,false,,false,,-0.624264441,-10.54596666,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42929,-1.91117,12639,[SGB2003] 144,X,X,85.42929167,-1.911166667,2,0.013414916,false,false,false,,false,,1.335092445,-11.46808432,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43062,-1.89169,12640,2MASS J05414334-0153298,Y*O,*|NIR|X|Y*O,85.43058333,-1.891638889,,0.226408953,false,false,false,,false,,0.236336759,-11.1088051,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43883,-1.91739,12641,2MASS J05414532-0155025,Y*O,NIR|X|Y*O,85.43883333,-1.917388889,,0.012642737,false,false,false,,false,,0.163926321,-11.05228861,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44046,-1.91375,12642,Cl* NGC 2024    HLL      91,*,*,85.44058333,-1.914083333,,1.279420224,false,false,false,,false,,-0.944624132,-10.05526722,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4025,-1.89847,12645,[BCB89] IRS 17,Y*O,*|IR|NIR|X|Y*O,85.40250694,-1.89851448,3,0.162060854,false,false,false,0.0,false,,-1.467843171,-9.595315417,II,,,,,,,,,25417,,,,2023A%26A...674A..26C,-3.741317,0.5954565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44383,-1.8635,12646,2MASS J05414652-0151487,Y*O,NIR|X|Y*O,85.44383333,-1.863527778,,0.100716671,false,false,false,,false,,-0.729052834,-11.3629123,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.45096,-1.93383,12647,2MASS J05414821-0156020,Y*O,NIR|Rad|X|Y*O,85.450875,-1.933888889,2,0.372120101,false,false,false,,false,,0.800865028,-10.82917469,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.46142,-1.93011,12648,2MASS J05415074-0155486,X,NIR|X,85.46145833,-1.930166667,2,0.246248648,false,false,false,,false,,0.024395043,-11.12270998,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42246,-1.91242,12814,2MASS J05414138-0154445,Y*O,NIR|Rad|X|Y*O,85.42245833,-1.912388889,,0.11216042,false,false,false,,false,,-0.234943678,-10.56695797,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41129,-1.90808,12815,2MASS J05413871-0154289,Y*O,*|NIR|X|Y*O,85.41129167,-1.908055556,,0.088204082,false,false,false,,false,,-0.563569117,-11.19591795,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.522,-1.89578,12817,2MASS J05420528-0153447,Y*O,*|NIR|X|Y*O,85.52201683,-1.895777692,,0.061105973,false,false,false,,false,,-2.310769981,-10.87359347,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.54267,-2.02172,12818,[SGB2003] 270,X,X,85.54258333,-2.021194444,,1.917521025,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.54642,-1.77378,12819,2MASS J05421113-0146255,Y*O,*|NIR|X|Y*O,85.54638443,-1.773808307,,0.163595209,false,true,false,0.0,false,,-1.86389875,-10.37619317,III thin disk,0.3,,,2017ApJ...844..138K,"[0.3, 0.06971809000000001]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2024arXiv240919858B']",14615,,,,2024arXiv240919858B,-2.0801601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.56987,-1.88583,12821,2MASS J05421677-0153091,Y*O,*|NIR|X|Y*?|Y*O,85.56987457,-1.885896495,,0.239944237,false,false,false,0.0,false,,-1.737112539,-10.23566985,III thin disk,,,,,,,,,16443,,,,2012RAA....12..723Z,-86.686325,-2.313933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.30517,-1.89183,12822,2MASS J05411324-0153306,Y*O,*|NIR|X|Y*O,85.30519513,-1.891901521,,0.272890029,false,true,false,,false,,-2.686010267,-10.17237287,III no disk / MS,,,,,,,,,25476,,,,2023A%26A...674A..26C,-0.98286696,0.1490474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.31042,-1.85567,12823,2MASS J05411449-0151204,Y*O,*|NIR|X|Y*O,85.31043211,-1.855697128,,0.106944542,false,false,false,,false,,-1.861976633,-10.52254486,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.35421,-1.87406,12824,2MASS J05412501-0152267,Y*O,*|NIR|X|Y*O,85.35424821,-1.874115431,,0.242330033,false,false,false,,false,,-1.82028636,-10.05310387,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.35679,-2.01997,12825,2MASS J05412562-0201116,Y*O,*|NIR|X|Y*O,85.35677779,-2.019930577,,0.148569395,false,false,false,0.01,false,0.0,-2.464926573,-10.20565488,III thin disk,,,,,,,,,25477,,,,2023A%26A...674A..26C,-3.9338788,0.11193538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.363,-1.86939,12826,2MASS J05412711-0152098,Y*O,*|NIR|X|Y*O,85.36298983,-1.869427857,,0.141108328,false,false,false,,false,,-1.164607777,-10.48970557,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38212,-1.89925,12827,2MASS J05413170-0153573,Y*O,*|NIR|X|Y*O,85.38211632,-1.89929738,,0.17108079,false,false,false,,false,,-1.897379929,-9.728398676,III thin disk,,,,,,,,,25478,,,,2023A%26A...674A..26C,-2.1886832,0.3468514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38275,-1.87225,12828,2MASS J05413186-0152200,Y*O,*|NIR|X|Y*O,85.38275783,-1.872272931,,0.087229678,false,false,false,0.0,false,,-2.100654979,-9.594231044,III thin disk,,,,,,,,,25479,,,,2023A%26A...674A..26C,-0.16862653,0.15417223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38279,-1.91489,12829,2MASS J05413186-0154537,Y*O,*|NIR|Rad|X|Y*O,85.38277841,-1.914965267,,0.274148689,false,true,false,,false,,-1.722738234,-9.941596585,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38833,-2.05144,12830,2MASS J05413319-0203051,Y*O,*|NIR|X|Y*O,85.3883333,-2.051459442,,0.070992435,false,false,false,0.0,false,0.0,-2.638152696,-10.30581251,III no disk / MS,,,,,,,,,25480,,,,2023A%26A...674A..26C,-2.0588675,0.18851833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39383,-1.87039,12832,2MASS J05413451-0152135,Y*O,*|NIR|X|Y*O,85.39383333,-1.870416667,,0.0967463,false,false,false,,false,,-1.925432065,-10.70165425,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39762,-1.93767,12833,2MASS J05413543-0156154,Y*O,*|NIR|X|Y*O,85.39767675,-1.937701375,,0.233328655,false,true,false,,false,,-2.458732159,-10.36284964,III thin disk,,,,,,,,,25481,,,,2023A%26A...674A..26C,1.9978586,0.12953827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39937,-1.95344,12834,2MASS J05413585-0157122,Y*O,*|NIR|X|Y*O,85.39941667,-1.953388889,,0.249092766,false,false,false,,false,,-1.064082747,-10.14603685,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40158,-1.93192,12835,2MASS J05413638-0155548,Y*O,*|NIR|X|Y*O,85.40162212,-1.931960274,,0.209725192,false,false,false,,false,,-1.123020476,-10.17878516,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40292,-1.90231,12836,2MASS J05413668-0154082,Y*O,*|NIR|X|Y*O,85.40287426,-1.902335731,,0.188845017,false,false,false,,false,,-2.034808582,-9.818644203,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40392,-1.87592,12837,2MASS J05413693-0152333,Y*O,*|NIR|X|Y*O,85.4039253,-1.875991896,2,0.259526148,false,false,false,,false,,-1.357507762,-10.08232907,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40725,-1.89761,12838,[BCB89] IRS 15,Y*O,*|IR|NIR|Rad|X|Y*?|Y*O,85.407263,-1.897660624,,0.188150539,false,false,false,0.0,false,,-1.58986653,-9.064347391,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40775,-1.91017,12839,NGC  2024     1,Y*O,*|IR|MIR|NIR|Rad|X|Y*O,85.40773122,-1.910178008,,0.073461886,true,false,false,0.27,false,,-1.189941349,-8.479979747,II,,,,,,,,,11171,,,,2017ApJ...844..138K,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40779,-1.90894,12840,2MASS J05413786-0154323,Y*O,*|NIR|Rad|X|Y*O,85.40777463,-1.908875138,,0.239963936,false,false,false,,false,,-1.742460322,-8.93014671,III thin disk,,,,,,,,,25483,,,,2023A%26A...674A..26C,0.53993154,1.0167209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40871,-1.89925,12841,2MASS J05413807-0153572,Y*O,*|NIR|X|Y*O,85.40868148,-1.899253215,,0.103267164,false,false,false,,false,,-1.478687435,-9.898627771,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40904,-1.97156,12842,Cl* NGC 2024    HLL     137,Y*O,*|NIR|X|Y*O,85.4090617,-1.97161743,,0.220995997,false,false,false,,false,,-1.637763643,-10.20739338,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40942,-1.88589,12843,[BCB89] IRS 11,Y*O,*|IR|NIR|Rad|X|Y*O,85.40937144,-1.885899246,,0.17784829,false,false,false,0.0,false,,-1.157945127,-9.55149354,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40971,-1.89261,12844,2MASS J05413832-0153331,Y*O,*|NIR|X|Y*O,85.40970348,-1.892572764,,0.136084975,false,false,false,0.0,false,,-1.959073211,-10.44937855,III thin disk,,,,,,,,,25484,,,,2023A%26A...674A..26C,-26.150723,0.5501358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40996,-1.93286,12845,2MASS J05413840-0155582,Y*O,NIR|X|Y*O,85.41,-1.932833333,,0.172998298,false,false,false,,false,,-1.061694822,-10.48350683,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41083,-1.88964,12846,[BCB89] IRS 10,Y*O,*|IR|NIR|X|Y*O,85.41079951,-1.889700154,,0.242764006,false,false,false,0.0,false,,-1.054943959,-9.451260398,II,,,,,,,,,25485,,,,2023A%26A...674A..26C,0.68651974,0.32184872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41417,-1.87686,12847,CXOU J054139.4-015237,Y*O,Rad|X|Y*O,85.414198,-1.876966,,0.39467493,false,false,false,,false,,-1.331994085,-10.40885333,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41483,-1.91169,12848,2MASS J05413956-0154416,Y*O,*|NIR|X|Y*O,85.414875,-1.911583333,,0.416738283,false,false,false,,false,,-0.466997112,-10.97602169,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41942,-1.84533,12849,2MASS J05414067-0150431,Y*O,NIR|X|Y*O,85.41945833,-1.845333333,,0.138449458,false,false,false,,false,,-1.805595264,-10.23097029,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42096,-1.86603,12850,2MASS J05414102-0151577,Y*O,NIR|X|Y*O,85.42095833,-1.866055556,,0.092195238,false,false,false,,false,,-0.813360769,-10.6146355,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42225,-1.88431,12851,2MASS J05414134-0153033,Y*O,NIR|X|Y*O,85.42229167,-1.884277778,,0.189556518,false,false,false,,false,,0.345527547,-11.85781651,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42379,-1.89564,12852,2MASS J05414170-0153444,Y*O,*|NIR|X|Y*O,85.42375,-1.895694444,,0.24316519,false,false,false,,false,,2.689651584,-12.73910166,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42392,-1.893,12853,CXOU J054141.7-015334,Y*O,X|Y*?|Y*O,85.42381,-1.892975,,0.405887777,false,false,false,,false,,4.105946015,-13.92562688,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42408,-1.86267,12854,2MASS J05414177-0151456,Y*O,*|NIR|X|Y*O,85.42406791,-1.862723212,,0.196438869,false,true,false,,false,,-1.419023237,-10.29177106,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42408,-1.91669,12855,2MASS J05414179-0154599,Y*O,NIR|X|Y*O,85.42416667,-1.916666667,,0.322941337,false,false,false,,false,,0.3620104,-11.20761593,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42654,-1.88761,12856,2MASS J05414236-0153152,Y*O,NIR|X|Y*O,85.4265,-1.887583333,,0.173001451,false,false,false,,false,,2.709811489,-12.76221434,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.427,-1.90275,12857,2MASS J05414249-0154097,Y*O,*|NIR|X|Y*O,85.42704167,-1.902722222,2,0.180208755,false,false,false,,false,,0.528613822,-10.95243176,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42725,-1.93822,12858,2MASS J05414254-0156175,Y*O,*|NIR|X|Y*O,85.42727122,-1.938264331,2,0.176919743,false,false,false,,false,,-1.011713149,-10.35064046,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42754,-1.91269,12859,Cl* NGC 2024    BSC      76,Y*O,*|NIR|X|Y*O,85.42758333,-1.912694444,,0.156731904,false,false,false,,false,,-1.467773353,-9.895973641,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43104,-1.94517,12860,[BCB89] IRS 24,Y*O,*|IR|NIR|Rad|X|Y*O,85.43104167,-1.945138889,,0.112160414,false,false,false,,false,,-1.525659532,-10.0235999,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4315,-1.91989,12861,2MASS J05414362-0155114,Y*O,NIR|X|Y*?|Y*O,85.43175,-1.919833333,,0.92233773,false,false,false,,false,,2.506737077,-12.53117941,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43258,-1.93947,12862,[BCB89] IRS 31,Y*O,IR|NIR|X|Y*O,85.432625,-1.939444444,,0.18622014,false,false,false,,false,,0.734301504,-11.6454224,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43275,-1.894,12863,2MASS J05414384-0153383,Y*O,NIR|X|Y*O,85.432671,-1.893992,,0.285699927,false,false,false,,false,,0.444001521,-11.66002238,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.433,-1.89147,12864,2MASS J05414391-0153291,Y*O,IR|NIR|X|Y*O,85.43295833,-1.891416667,,0.24359698,false,false,false,,false,,-1.070135358,-10.56713294,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43487,-1.90569,12865,2MASS J05414436-0154203,Y*O,*|NIR|X|Y*O,85.434875,-1.905638889,,0.184877369,false,false,false,,false,,0.330709955,-10.85618362,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43492,-1.89339,12866,CXOU J054144.3-015335,Y*O,X|Y*O,85.434945,-1.893318,,0.274364353,false,false,false,,false,,0.225212305,-11.66546777,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43642,-1.89681,12867,2MASS J05414474-0153485,Y*O,NIR|X|Y*O,85.43645833,-1.896805556,,0.138849328,false,false,false,,false,,1.559138217,-11.7667642,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43733,-1.95489,12868,2MASS J05414496-0157174,Y*O,*|NIR|X|Y*?|Y*O,85.43735233,-1.95490258,,0.092238915,false,false,false,0.0,false,,-2.457829849,-10.38433197,III thin disk,,,,,,,,,25486,,,,2023A%26A...674A..26C,-10.621186,0.21969923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43867,-1.90628,12869,2MASS J05414523-0154229,Y*O,NIR|X|Y*O,85.43848,-1.906386,,0.782915595,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43962,-1.90797,12870,CXOU J054145.5-015427,Y*O,Rad|X|Y*O,85.439658,-1.907508,9,1.668810277,true,false,false,,false,,-2.986860906,-7.318624534,III no disk / MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44042,-1.918,12871,Cl* NGC 2024    HLL      96,Y*O,*|X|Y*?|Y*O,85.440399,-1.917987,,0.088877431,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44125,-1.90308,12872,CXOU J054145.8-015411,Y*O,Rad|X|Y*O,85.44125948,-1.903104967,,0.096140668,false,false,false,,false,,-0.53295915,-10.30359566,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44221,-1.90422,12873,Cl* NGC 2024    BSC      93,Y*O,*|NIR|Rad|X|Y*O,85.442125,-1.904111111,,0.497188714,false,false,false,,false,,0.214289029,-10.9865521,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44404,-1.91306,12875,2MASS J05414655-0154469,Y*O,*|NIR|Rad|X|Y*O,85.44395833,-1.913055556,,0.294271429,false,false,false,,false,,0.557717592,-11.04601137,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44542,-1.91314,12876,CXOU J054146.9-015446,Y*O,X|Y*?|Y*O,85.44546,-1.913018,,0.462179111,false,false,false,,false,,1.5315017,-12.13863356,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44962,-1.92822,12877,2MASS J05414793-0155416,Y*O,NIR|X|Y*O,85.449734,-1.928241,,0.41707653,false,false,false,,false,,1.813348247,-12.59092289,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.45254,-1.89708,12878,2MASS J05414861-0153495,Y*O,*|NIR|X|Y*O,85.45254167,-1.897111111,,0.112160423,false,false,false,,false,,-1.166956719,-10.25306627,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.45667,-1.76708,12879,2MASS J05414961-0146015,Y*O,*|NIR|X|Y*O,85.45673408,-1.767169025,,0.394815971,false,false,false,,false,,-2.272138048,-9.943199952,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.46121,-1.88508,12880,FLMN J0541506-0153064,Y*O,*|X|Y*O,85.46083333,-1.885,,1.385528936,false,false,false,,false,,-0.144803422,-11.62819019,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.46504,-1.87133,12881,[SGB2003] 229,IR,*|IR|X,85.465064,-1.871334333,,0.087761699,false,false,false,,false,,-0.870328097,-10.69316627,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47529,-1.97136,12882,2MASS J05415406-0158170,Y*O,*|NIR|X|Y*O,85.47532037,-1.971394262,,0.164788832,false,false,false,,false,,-2.146308535,-10.21320254,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47579,-1.80044,12883,2MASS J05415419-0148017,Y*O,*|NIR|X|Y*O,85.4758038,-1.800528235,,0.321502646,false,false,false,,false,,-2.28683893,-9.799784243,III thin disk,,,,,,,,,25487,,,,2023A%26A...674A..26C,0.8514463,0.4195322,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.505,0.0778,,,,,,
85.47625,-1.93236,12884,2MASS J05415430-0155566,Y*O,*|NIR|X|Y*O,85.47629186,-1.932424977,,0.278205556,false,false,false,,false,,-0.928295608,-10.48675155,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47804,-1.95758,12885,2MASS J05415472-0157273,Y*O,*|NIR|X|Y*O,85.47804431,-1.957594335,,0.053879416,false,false,false,,false,,-2.475019524,-9.714774033,III thin disk,,,,,,,,,25488,,,,2023A%26A...674A..26C,7.51086,0.2294956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47942,-2.00867,12886,2MASS J05415505-0200309,Y*O,NIR|X|Y*O,85.479375,-2.008611111,,0.266750368,false,false,false,,false,,-0.289837786,-11.45674731,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.48617,-1.93122,12887,2MASS J05415668-0155526,Y*O,*|NIR|X|Y*O,85.48620161,-1.931290942,,0.279574511,false,false,false,,false,,-1.603873344,-10.3216226,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.48742,-1.84253,12888,2MASS J05415697-0150331,Y*O,*|NIR|X|Y*O,85.48739708,-1.842583103,2,0.20820467,false,true,false,,false,,-1.867716879,-10.17917336,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
