RAJ2000,DEJ2000,Seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,__3_6_,e__3_6_,__4_5_,e__4_5_,__5_8_,e__5_8_,__8_0_,e__8_0_,__24_,e__24_,AKs,alpha,Cl,_2M,Simbad
83.87434,-5.398778,1802,11.91,0.03,10.82,0.03,10.25,0.02,9.59,0.01,9.23,0.01,8.31,0.08,0.0,0.0,0.0,0.0,0.31,0.0,"D ",2M,Simbad
83.80658,-5.3985834,1803,0.0,0.0,12.72,0.04,10.42,0.03,8.01,0.01,6.79,0.01,6.09,0.02,5.3,0.05,0.0,0.0,1.29,0.19,"D ",2M,Simbad
83.840836,-5.3982778,1804,10.36,0.04,9.71,0.04,9.38,0.03,8.74,0.01,8.37,0.01,8.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.854416,-5.3982778,1805,11.64,0.09,10.84,0.1,10.13,0.07,9.06,0.03,8.67,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.74062,-5.3978333,1806,10.24,0.02,9.46,0.04,9.14,0.02,8.62,0.01,8.35,0.01,7.98,0.01,7.38,0.01,0.0,0.0,0.09,-1.4,"D ",2M,Simbad
83.80991,-5.3974724,1807,0.0,0.0,0.0,0.0,0.0,0.0,7.38,0.01,5.88,0.01,4.39,0.01,4.0,0.06,0.0,0.0,0.0,1.11,"P ",2M,Simbad
83.82933,-5.397139,1808,0.0,0.0,11.2,0.03,10.31,0.02,7.8,0.01,6.88,0.01,6.08,0.01,5.04,0.02,0.0,0.0,0.0,0.32,"P ",2M,Simbad
83.87442,-5.396806,1809,12.39,0.03,11.4,0.04,10.82,0.02,9.91,0.01,9.59,0.01,8.41,0.11,0.0,0.0,0.0,0.0,0.17,0.0,"D ",2M,Simbad
83.801125,-5.3967223,1810,0.0,0.0,9.89,0.04,9.57,0.03,9.09,0.01,8.56,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.62063,-5.396639,1811,13.97,0.05,13.37,0.07,13.03,0.06,12.62,0.01,12.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.85438,-5.39625,1812,10.86,0.06,10.18,0.07,9.86,0.06,9.41,0.01,9.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.84859,-5.3961387,1813,12.12,0.09,11.35,0.06,10.82,0.05,10.23,0.01,9.92,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.83884,-5.3959165,1814,0.0,0.0,10.72,0.05,10.14,0.03,9.11,0.01,8.74,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.81438,-5.395861,1815,0.0,0.0,10.49,0.09,9.87,0.07,8.59,0.03,8.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.77363,-5.395861,1816,14.74,0.06,13.12,0.04,11.94,0.02,10.23,0.01,9.54,0.01,8.94,0.01,8.09,0.09,0.0,0.0,0.52,-0.39,"D ",2M,Simbad
83.80246,-5.3955,1817,9.84,0.03,9.09,0.04,8.65,0.02,8.2,0.01,7.69,0.01,6.06,0.02,4.46,0.08,0.0,0.0,0.0,1.67,"D ",2M,Simbad
84.249084,-5.3946667,1818,11.45,0.03,10.75,0.02,10.41,0.02,9.56,0.01,9.08,0.01,8.83,0.01,8.11,0.01,6.08,0.02,0.0,-1.23,"D ",2M,Simbad
83.69971,-5.394472,1819,13.59,0.02,12.84,0.03,12.56,0.02,12.04,0.01,11.72,0.01,11.25,0.03,10.28,0.05,0.0,0.0,0.07,-0.8,"D ",2M,Simbad
83.80742,-5.3944445,1820,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.01,5.17,0.01,3.86,0.01,2.96,0.04,0.0,0.0,0.0,1.8,"P ",2M,Simbad
83.80583,-5.3944445,1821,0.0,0.0,10.34,0.03,9.45,0.02,8.41,0.01,7.88,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,"D ",2M,Simbad
83.880165,-5.3944445,1822,11.69,0.03,10.78,0.03,10.38,0.02,9.79,0.01,9.45,0.01,8.61,0.03,7.35,0.03,0.0,0.0,0.2,0.03,"D ",2M,Simbad
83.84075,-5.394139,1823,0.0,0.0,11.48,0.04,10.79,0.04,10.12,0.02,9.71,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.86367,-5.3934445,1824,11.12,0.02,9.99,0.03,9.35,0.02,8.15,0.01,7.7,0.01,7.24,0.01,6.3,0.02,0.0,0.0,0.31,-0.73,"D ",2M,Simbad
83.825836,-5.3933334,1825,10.18,0.04,8.74,0.04,7.92,0.03,6.91,0.01,6.22,0.01,5.73,0.01,5.21,0.05,0.0,0.0,0.57,-0.91,"D ",2M,Simbad
83.71042,-5.393111,1826,12.52,0.03,11.67,0.03,11.21,0.02,10.87,0.01,10.48,0.01,10.17,0.01,9.32,0.03,0.0,0.0,0.08,-1.08,"D ",2M,Simbad
83.849205,-5.392778,1827,11.46,0.06,0.0,0.0,0.0,0.0,8.12,0.01,7.65,0.01,6.96,0.02,5.72,0.03,0.0,0.0,0.0,-0.06,"D ",2M,Simbad
83.82108,-5.392778,1828,0.0,0.0,8.44,0.06,7.81,0.02,6.95,0.01,6.31,0.01,5.7,0.02,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.80991,-5.3926945,1829,0.0,0.0,9.78,0.08,9.27,0.05,8.47,0.02,7.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.76425,-5.3924165,1830,14.05,0.02,13.29,0.03,12.8,0.03,11.88,0.01,11.44,0.02,10.45,0.03,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.48908,-5.391778,1831,0.0,0.0,0.0,0.0,0.0,0.0,13.15,0.1,11.31,0.02,10.07,0.09,0.0,0.0,2.15,0.01,0.0,0.0,"P ",2M,Simbad
83.83513,-5.3916388,1832,0.0,0.0,9.92,0.03,9.31,0.02,8.05,0.01,7.56,0.01,6.9,0.01,6.08,0.02,0.0,0.0,0.0,-0.54,"D ",2M,Simbad
83.81208,-5.3914723,1833,0.0,0.0,11.03,0.03,10.19,0.04,9.05,0.03,8.64,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,"D ",2M,Simbad
83.80583,-5.391444,1834,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.01,7.01,0.01,5.92,0.01,5.06,0.04,0.0,0.0,0.0,1.18,"P ",2M,Simbad
83.902664,-5.391139,1835,16.7,0.16,13.45,0.04,11.71,0.02,9.97,0.01,9.26,0.01,9.1,0.05,0.0,0.0,0.0,0.0,2.21,0.0,"D ",2M,Simbad
83.82958,-5.39075,1836,0.0,0.0,10.92,0.1,10.33,0.08,9.45,0.02,8.99,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.44442,-5.390389,1837,13.76,0.03,12.36,0.03,11.22,0.02,9.52,0.01,8.85,0.01,8.41,0.01,7.71,0.01,4.37,0.01,0.27,-0.8,"D ",2M,Simbad
83.69392,-5.390389,1838,12.63,0.03,11.65,0.03,11.09,0.02,10.24,0.01,9.67,0.01,9.08,0.01,8.06,0.03,5.13,0.03,0.17,-0.34,"D ",2M,Simbad
83.58625,-5.389806,1839,0.0,0.0,0.0,0.0,0.0,0.0,12.42,0.05,0.0,0.0,0.0,0.0,8.02,0.07,4.22,0.04,0.0,0.0,"P ",2M,Simbad
83.81575,-5.3894167,1840,0.0,0.0,8.56,0.03,7.89,0.02,7.18,0.01,6.57,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.79254,-5.3893332,1841,0.0,0.0,9.76,0.04,8.96,0.02,7.49,0.01,6.88,0.01,6.38,0.01,5.48,0.03,0.0,0.0,0.0,-0.56,"D ",2M,Simbad
83.82196,-5.3879724,1842,0.0,0.0,5.89,0.05,5.75,0.03,5.5,0.01,4.97,0.02,4.24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.8395,-5.3879724,1843,0.0,0.0,11.29,0.07,10.71,0.05,10.38,0.03,10.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.46379,-5.3878055,1844,12.66,0.02,10.72,0.03,9.51,0.02,8.36,0.01,7.66,0.01,7.15,0.01,6.28,0.01,2.67,0.01,0.92,-0.48,"D ",2M,Simbad
83.774,-5.3876944,1845,13.8,0.02,13.06,0.03,12.53,0.03,11.64,0.01,11.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.77671,-5.387639,1846,13.44,0.02,12.69,0.03,12.24,0.02,11.72,0.01,11.45,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.79271,-5.387639,1847,0.0,0.0,12.46,0.08,11.57,0.02,10.21,0.03,9.64,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"P ",2M,Simbad
83.82775,-5.38725,1848,0.0,0.0,9.2,0.04,7.64,0.02,6.57,0.01,5.77,0.01,4.66,0.01,4.22,0.05,0.0,0.0,0.91,-0.04,"P ",2M,Simbad
83.768166,-5.387111,1849,11.2,0.03,10.29,0.03,9.82,0.02,8.93,0.01,8.5,0.01,8.06,0.01,7.21,0.02,0.0,0.0,0.16,-0.86,"D ",2M,Simbad
83.85,-5.387111,1850,14.76,0.07,12.6,0.03,11.6,0.02,10.09,0.01,9.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,"D ",2M,Simbad
83.84492,-5.3870277,1851,12.08,0.02,10.38,0.03,9.32,0.02,8.05,0.01,7.56,0.01,6.81,0.02,0.0,0.0,0.0,0.0,0.71,0.0,"D ",2M,Simbad
83.84075,-5.386361,1852,0.0,0.0,11.04,0.07,10.45,0.07,10.14,0.01,9.72,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.857124,-5.3859444,1853,11.9,0.02,10.64,0.03,9.9,0.02,9.31,0.01,8.92,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,"D ",2M,Simbad
83.99054,-5.3858056,1854,12.14,0.02,11.48,0.04,11.09,0.02,10.47,0.01,10.1,0.01,9.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.746544,-5.3855557,1855,13.0,0.02,12.32,0.03,12.0,0.02,11.53,0.01,11.4,0.01,10.89,0.03,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.84092,-5.3850555,1856,0.0,0.0,12.22,0.07,11.34,0.06,10.15,0.02,9.58,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.86721,-5.385028,1857,12.74,0.02,11.05,0.03,10.04,0.02,8.87,0.01,8.44,0.01,7.79,0.03,0.0,0.0,0.0,0.0,0.75,0.0,"D ",2M,Simbad
84.01875,-5.384861,1858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,0.05,4.83,0.03,0.0,0.0,"P ",2M,Simbad
83.81196,-5.3846946,1859,0.0,0.0,11.32,0.06,10.37,0.02,9.18,0.04,8.71,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,"D ",2M,Simbad
83.785126,-5.384639,1860,14.3,0.04,13.17,0.03,12.4,0.08,10.87,0.03,10.3,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,"D ",2M,Simbad
83.75437,-5.384389,1861,13.76,0.02,12.87,0.03,12.29,0.02,11.74,0.01,11.35,0.01,11.2,0.04,0.0,0.0,0.0,0.0,0.04,0.0,"D ",2M,Simbad
83.343666,-5.384139,1862,13.07,0.03,12.34,0.03,12.2,0.03,11.8,0.01,11.77,0.01,11.54,0.01,11.12,0.02,7.12,0.03,0.12,-2.02,"D ",2M,Simbad
83.929085,-5.384,1863,12.96,0.02,11.95,0.03,11.39,0.02,10.47,0.01,10.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,"D ",2M,Simbad
83.75042,-5.383861,1864,10.23,0.02,9.42,0.03,8.99,0.02,8.17,0.01,7.76,0.01,7.43,0.01,6.49,0.01,0.0,0.0,0.04,-0.93,"D ",2M,Simbad
83.82075,-5.383611,1865,0.0,0.0,9.87,0.03,9.42,0.02,8.26,0.01,7.86,0.01,6.89,0.06,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.85438,-5.382917,1866,10.65,0.02,9.43,0.03,8.76,0.02,7.87,0.01,7.5,0.01,7.02,0.02,0.0,0.0,0.0,0.0,0.4,0.0,"D ",2M,Simbad
83.82792,-5.382361,1867,11.21,0.09,9.51,0.03,8.7,0.02,7.68,0.01,7.41,0.01,6.79,0.02,0.0,0.0,0.0,0.0,0.91,0.0,"D ",2M,Simbad
83.82313,-5.382361,1868,10.65,0.03,9.51,0.03,8.93,0.02,8.13,0.01,7.85,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,"D ",2M,Simbad
83.81504,-5.3823056,1869,9.49,0.03,8.45,0.04,7.99,0.03,7.04,0.01,6.37,0.01,5.71,0.01,0.0,0.0,0.0,0.0,0.32,0.0,"D ",2M,Simbad
83.79425,-5.382222,1870,0.0,0.0,11.49,0.08,10.22,0.05,8.95,0.01,8.39,0.01,7.89,0.02,0.0,0.0,0.0,0.0,0.94,0.0,"D ",2M,Simbad
83.799835,-5.381611,1871,0.0,0.0,10.68,0.06,9.64,0.04,8.22,0.01,7.86,0.02,5.2,0.02,3.43,0.02,0.0,0.0,1.05,3.13,"D ",2M,Simbad
83.74071,-5.380889,1872,12.51,0.02,11.72,0.03,11.32,0.02,10.56,0.01,10.08,0.01,9.52,0.01,8.41,0.03,0.0,0.0,0.05,-0.36,"D ",2M,Simbad
83.69133,-5.3806667,1873,14.35,0.04,13.53,0.06,13.11,0.05,12.58,0.06,12.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,"D ",2M,Simbad
84.1965,-5.380611,1874,12.77,0.02,12.15,0.03,11.87,0.02,11.61,0.01,11.31,0.01,10.91,0.01,9.52,0.01,6.06,0.02,0.0,-0.45,"D ",2M,Simbad
83.572044,-5.379972,1875,14.15,0.03,13.49,0.04,13.11,0.03,12.67,0.02,12.38,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.79567,-5.3795557,1876,0.0,0.0,10.54,0.05,9.94,0.02,9.12,0.01,8.43,0.01,7.99,0.05,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.677086,-5.3795276,1877,14.27,0.03,13.62,0.03,13.23,0.03,12.57,0.01,12.24,0.01,11.96,0.09,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
84.09846,-5.3795,1878,15.01,0.04,13.55,0.04,12.61,0.03,11.05,0.01,10.71,0.01,10.3,0.01,9.46,0.01,6.43,0.02,0.51,-1.0,"D ",2M,Simbad
83.76542,-5.3793054,1879,13.62,0.02,12.27,0.03,11.64,0.02,10.69,0.01,10.19,0.01,9.68,0.01,8.7,0.03,0.0,0.0,0.6,-0.56,"D ",2M,Simbad
83.83596,-5.3792777,1880,0.0,0.0,12.17,0.03,11.47,0.02,10.13,0.02,9.74,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,"D ",2M,Simbad
83.79375,-5.3792777,1881,10.49,0.05,9.81,0.06,9.43,0.06,8.95,0.01,8.74,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.77775,-5.3789444,1882,0.0,0.0,0.0,0.0,0.0,0.0,12.11,0.02,10.6,0.01,9.58,0.02,0.0,0.0,0.0,0.0,0.0,0.0,"P ",2M,Simbad
83.52475,-5.3788056,1883,12.57,0.03,11.21,0.04,10.39,0.02,8.8,0.01,8.3,0.01,7.85,0.01,7.03,0.02,4.17,0.01,0.46,-0.82,"D ",2M,Simbad
83.67025,-5.378361,1884,10.53,0.02,9.46,0.03,8.6,0.02,7.23,0.01,6.89,0.01,6.43,0.01,5.88,0.01,3.08,0.01,0.07,-1.26,"D ",2M,Simbad
83.76996,-5.3774724,1885,12.84,0.02,12.02,0.03,11.67,0.02,10.94,0.01,10.56,0.01,10.1,0.03,9.27,0.06,0.0,0.0,0.14,-0.91,"D ",2M,Simbad
83.68667,-5.377333,1886,15.52,0.05,14.82,0.07,14.32,0.06,13.6,0.05,13.42,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.70038,-5.377278,1887,13.75,0.03,13.02,0.04,12.6,0.03,12.05,0.01,11.75,0.01,11.39,0.03,10.52,0.09,0.0,0.0,0.0,-1.09,"D ",2M,Simbad
83.762794,-5.3771944,1888,11.99,0.02,11.0,0.03,10.57,0.02,9.89,0.01,9.55,0.01,9.19,0.01,8.54,0.03,0.0,0.0,0.27,-1.29,"D ",2M,Simbad
83.79662,-5.3771667,1889,0.0,0.0,11.76,0.03,9.71,0.02,7.48,0.01,6.82,0.01,6.42,0.02,0.0,0.0,0.0,0.0,2.53,0.0,"D ",2M,Simbad
83.822205,-5.3765554,1890,10.26,0.05,9.23,0.05,8.52,0.04,7.61,0.01,7.03,0.01,6.61,0.04,0.0,0.0,0.0,0.0,0.13,0.0,"D ",2M,Simbad
83.842125,-5.3761387,1891,13.09,0.04,11.61,0.03,10.83,0.04,9.72,0.02,9.44,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,"D ",2M,Simbad
83.79229,-5.375639,1892,12.17,0.05,11.31,0.05,10.88,0.05,9.89,0.03,9.57,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,"D ",2M,Simbad
83.85133,-5.375583,1893,13.73,0.06,11.78,0.06,10.47,0.03,8.85,0.01,8.36,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,"D ",2M,Simbad
83.91917,-5.3755555,1894,15.36,0.05,13.6,0.03,12.61,0.02,11.76,0.01,11.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,"D ",2M,Simbad
83.76729,-5.3755555,1895,0.0,0.0,15.25,0.08,12.77,0.03,10.76,0.01,9.77,0.01,9.05,0.01,8.12,0.02,0.0,0.0,2.5,0.14,"P ",2M,Simbad
83.71729,-5.375528,1896,10.85,0.02,9.97,0.03,9.62,0.02,9.22,0.01,8.93,0.01,8.7,0.01,0.0,0.0,0.0,0.0,0.2,0.0,"D ",2M,Simbad
83.77263,-5.375167,1897,14.02,0.02,13.07,0.03,12.63,0.02,11.91,0.01,11.51,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,"D ",2M,Simbad
83.84658,-5.374528,1898,14.47,0.03,12.13,0.03,10.9,0.03,9.24,0.02,8.74,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,"D ",2M,Simbad
83.91654,-5.374139,1899,15.58,0.05,14.04,0.03,13.13,0.02,11.81,0.01,11.55,0.01,10.89,0.07,0.0,0.0,0.0,0.0,0.64,0.0,"D ",2M,Simbad
83.78017,-5.3739724,1900,12.26,0.04,11.52,0.04,11.08,0.03,10.52,0.01,10.21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.83754,-5.3735833,1901,0.0,0.0,11.94,0.08,11.1,0.08,10.43,0.02,9.8,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.944084,-5.3734446,1902,12.46,0.02,11.84,0.03,11.55,0.02,11.2,0.01,11.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.76725,-5.3734446,1903,13.6,0.02,12.9,0.03,12.65,0.04,12.12,0.01,11.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,"D ",2M,Simbad
83.519295,-5.3729167,1904,12.75,0.04,11.48,0.04,10.9,0.03,10.05,0.01,9.63,0.01,9.28,0.01,8.64,0.05,5.08,0.04,0.52,-1.24,"D ",2M,Simbad
83.83263,-5.3725834,1905,0.0,0.0,11.37,0.07,10.18,0.06,8.8,0.01,8.26,0.01,6.94,0.04,0.0,0.0,0.0,0.0,0.84,0.0,"D ",2M,Simbad
83.72446,-5.3724446,1906,13.94,0.03,13.18,0.04,12.81,0.03,12.28,0.02,12.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,"D ",2M,Simbad
83.81392,-5.370917,1907,10.34,0.05,8.98,0.03,8.51,0.02,7.01,0.01,6.49,0.02,6.09,0.04,0.0,0.0,0.0,0.0,0.69,0.0,"D ",2M,Simbad
83.63988,-5.369111,1908,13.25,0.03,12.54,0.04,12.17,0.03,11.84,0.01,11.68,0.01,11.3,0.03,10.35,0.06,0.0,0.0,0.0,-1.11,"D ",2M,Simbad
83.76175,-5.3689723,1909,12.04,0.03,10.31,0.03,9.23,0.02,8.01,0.01,7.64,0.01,7.3,0.01,6.32,0.02,0.0,0.0,0.75,-0.93,"D ",2M,Simbad
83.73725,-5.368417,1910,13.46,0.03,12.33,0.03,11.82,0.02,10.72,0.01,10.36,0.01,10.06,0.01,9.39,0.02,0.0,0.0,0.39,-1.33,"D ",2M,Simbad
83.92029,-5.367361,1911,13.61,0.03,12.54,0.04,11.75,0.02,11.0,0.01,10.63,0.01,9.9,0.03,0.0,0.0,0.0,0.0,0.13,0.0,"D ",2M,Simbad
83.8435,-5.367,1912,11.84,0.03,10.7,0.05,10.05,0.04,9.33,0.02,9.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,"D ",2M,Simbad
83.80746,-5.366639,1913,0.0,0.0,9.21,0.07,6.83,0.02,5.3,0.01,4.58,0.01,3.54,0.01,2.67,0.02,0.0,0.0,3.12,0.25,"P ",2M,Simbad
83.60692,-5.366028,1914,13.63,0.03,13.05,0.03,12.71,0.03,12.3,0.01,11.97,0.02,11.41,0.08,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.794044,-5.3656387,1915,11.07,0.04,10.26,0.04,9.76,0.04,9.02,0.01,8.66,0.01,7.83,0.03,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.627,-5.3655,1916,14.35,0.03,13.63,0.04,13.24,0.03,12.62,0.01,12.23,0.01,11.77,0.05,11.0,0.1,0.0,0.0,0.0,-0.97,"D ",2M,Simbad
83.62975,-5.3655,1917,12.38,0.02,11.48,0.03,11.16,0.02,10.54,0.01,10.25,0.01,10.04,0.01,9.38,0.02,0.0,0.0,0.25,-1.53,"D ",2M,Simbad
83.83646,-5.3653054,1918,11.42,0.08,10.39,0.08,9.67,0.06,8.92,0.01,8.51,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,"D ",2M,Simbad
83.856,-5.3643613,1919,11.93,0.04,10.77,0.04,10.09,0.04,9.01,0.01,8.74,0.01,7.35,0.04,0.0,0.0,0.0,0.0,0.32,0.0,"D ",2M,Simbad
83.83713,-5.3640833,1920,11.64,0.07,10.6,0.06,9.92,0.04,8.63,0.01,8.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,"D ",2M,Simbad
83.47537,-5.36375,1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.08,0.0,0.0,8.95,0.07,5.54,0.03,0.0,0.0,"D ",2M,Simbad
83.75667,-5.363639,1922,14.85,0.06,13.07,0.05,11.85,0.03,10.54,0.01,10.02,0.01,9.2,0.05,0.0,0.0,0.0,0.0,0.72,0.0,"D ",2M,Simbad
83.840164,-5.3630834,1923,12.21,0.04,10.75,0.05,9.77,0.04,8.45,0.01,7.97,0.01,7.4,0.01,6.4,0.03,0.0,0.0,0.49,-0.48,"D ",2M,Simbad
83.82313,-5.3626943,1924,11.54,0.03,10.15,0.04,9.33,0.03,8.0,0.01,7.4,0.01,6.98,0.02,0.0,0.0,0.0,0.0,0.5,0.0,"D ",2M,Simbad
84.04346,-5.362472,1925,15.4,0.04,14.61,0.06,14.24,0.05,13.54,0.02,13.2,0.01,12.29,0.08,0.0,0.0,0.0,0.0,0.08,0.0,"D ",2M,Simbad
83.75504,-5.362361,1926,13.34,0.03,12.35,0.04,11.71,0.04,10.65,0.01,10.19,0.01,9.43,0.04,0.0,0.0,0.0,0.0,0.13,0.0,"D ",2M,Simbad
86.55646,-0.1469444,3173,0.0,0.0,0.0,0.0,0.0,0.0,14.42,0.01,13.75,0.01,13.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.79129,-5.3620276,1927,14.1,0.12,12.19,0.05,11.03,0.05,9.76,0.01,9.35,0.01,8.34,0.03,0.0,0.0,0.0,0.0,0.93,0.0,"D ",2M,Simbad
83.919914,-5.361639,1928,14.28,0.02,11.95,0.03,10.78,0.02,9.72,0.01,9.38,0.01,9.07,0.02,0.0,0.0,0.0,0.0,1.45,0.0,"D ",2M,Simbad
83.78892,-5.361583,1929,13.55,0.08,11.53,0.05,10.43,0.04,9.11,0.01,8.55,0.01,7.77,0.01,6.54,0.01,0.0,0.0,1.1,0.14,"D ",2M,Simbad
83.87746,-5.360778,1930,0.0,0.0,13.57,0.09,12.01,0.05,10.65,0.01,10.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,"D ",2M,Simbad
83.80717,-5.359972,1931,0.0,0.0,13.15,0.03,10.57,0.02,8.4,0.01,7.45,0.01,6.93,0.03,0.0,0.0,0.0,0.0,2.82,0.0,"D ",2M,Simbad
83.72604,-5.35975,1932,12.05,0.03,11.41,0.03,11.09,0.02,10.77,0.01,10.49,0.01,10.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.867294,-5.3596387,1933,14.85,0.1,12.87,0.05,11.85,0.03,10.49,0.01,10.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,"D ",2M,Simbad
83.33904,-5.3596387,1934,11.25,0.02,10.33,0.02,9.77,0.02,9.02,0.01,8.73,0.01,8.45,0.01,7.85,0.01,5.42,0.02,0.1,-1.5,"D ",2M,Simbad
83.793335,-5.359389,1935,15.62,0.19,13.78,0.04,12.36,0.09,11.02,0.02,10.59,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,"D ",2M,Simbad
83.80354,-5.359361,1936,0.0,0.0,0.0,0.0,0.0,0.0,8.26,0.01,7.61,0.01,6.84,0.03,5.75,0.12,0.0,0.0,0.0,0.06,"D ",2M,Simbad
83.850334,-5.359028,1937,12.44,0.03,11.43,0.03,10.88,0.02,9.82,0.01,9.56,0.01,8.0,0.03,0.0,0.0,0.0,0.0,0.22,0.0,"D ",2M,Simbad
83.67492,-5.3589444,1938,14.16,0.03,13.48,0.03,13.12,0.02,12.42,0.01,12.17,0.01,11.41,0.09,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
83.695,-5.358028,1939,13.5,0.04,12.48,0.04,12.03,0.03,11.15,0.01,10.75,0.01,10.26,0.03,9.49,0.06,0.0,0.0,0.32,-0.92,"D ",2M,Simbad
83.782166,-5.3575835,1940,14.98,0.04,14.17,0.03,13.6,0.02,12.27,0.02,11.88,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
